Site,Haglof_Plot_ID,Tag,Haglof_ID,Species,Health_status,Date,Notes
UMBS,109,3450,3450,POGR,D,2019-06-10,
UMBS,109,3451,3451,POGR,L,2019-06-10,
UMBS,109,3452,3452,PIST,L,2019-06-10,
UMBS,109,3453,3453,PIST,L,2019-06-10,
UMBS,109,3454,3454,POGR,L,2019-06-10,
UMBS,109,3455,3455,POGR,L,2019-06-10,
UMBS,109,3456,3456,POGR,L,2019-06-10,
UMBS,109,3457,3457,POGR,L,2019-06-10,
UMBS,109,3458,3458,PIST,L,2019-06-10,
UMBS,109,3459,3459,POGR,L,2019-06-10,
UMBS,109,3460,3460,FAGR,L,2019-06-10,shares base with 3461
UMBS,109,3461,3461,FAGR,L,2019-06-10,shares base with 3460
UMBS,109,3462,3462,POGR,L,2019-06-10,
UMBS,109,3463,3463,POGR,L,2019-06-10,
UMBS,110,3464,3464,QURU,L,2019-06-10,
UMBS,110,3465,3465,QURU,L,2019-06-10,
UMBS,110,3466,3466,POGR,L,2019-06-10,
UMBS,110,3467,3467,PIST,L,2019-06-10,
UMBS,110,3468,3468,ACRU,L,2019-06-10,Shares base with 3469
UMBS,110,3469,3469,ACRU,L,2019-06-10,Shares base with 3468
UMBS,111,3470,3470,PIST,L,2019-06-10,
UMBS,111,3471,3471,POTR,L,2019-06-10,
UMBS,115,3472,3472,PIST,L,2019-06-10,several plots had problems; start with plot 115 for D03W
UMBS,115,3473,3473,QURU,L,2019-06-10,
UMBS,115,3474,3474,POGR,L,2019-06-10,
UMBS,115,3475,3475,POGR,L,2019-06-10,
UMBS,115,3476,3476,POGR,L,2019-06-10,
UMBS,115,3477,3477,QURU,L,2019-06-10,
UMBS,115,3478,3478,QURU,L,2019-06-10,
UMBS,115,3479,3479,QURU,L,2019-06-10,
UMBS,115,3480,3480,ACRU,L,2019-06-10,Shares base with 3481 & 3482
UMBS,115,3481,3481,ACRU,L,2019-06-10,Shares base with 3480 & 3482
UMBS,115,3482,3482,ACRU,L,2019-06-10,Shares base with 3481 & 3480
UMBS,115,3483,3483,QURU,L,2019-06-10,
UMBS,115,3484,3484,POGR,D,2019-06-10,
UMBS,115,3WP3,19,POGR,L,2019-06-10,0019 on Haglof
UMBS,115,3485,3485,QURU,L,2019-06-10,
UMBS,115,3486,3486,QURU,L,2019-06-10,
UMBS,115,3487,3487,QURU,L,2019-06-10,
UMBS,115,3488,3488,QURU,L,2019-06-10,
UMBS,115,3489,3489,POGR,L,2019-06-10,
UMBS,115,3490,3490,QURU,L,2019-06-10,
UMBS,115,3491,3491,POGR,L,2019-06-10,
UMBS,115,3WP1,20,POGR,L,2019-06-10,0020 on Haglof
UMBS,115,3WP2,21,POGR,L,2019-06-10,0021 on Haglof
UMBS,115,3492,3492,POGR,L,2019-06-10,
UMBS,115,3493,3493,PIST,L,2019-06-10,
UMBS,116,3494,3494,POGR,L,2019-06-10,
UMBS,116,3495,3495,POGR,L,2019-06-10,
UMBS,116,3496,3496,POGR,L,2019-06-10,
UMBS,116,3497,3497,POGR,L,2019-06-10,
UMBS,116,3498,3498,PIST,L,2019-06-10,
UMBS,116,3499,3499,PIST,L,2019-06-10,
UMBS,116,3500,3500,ACRU,L,2019-06-10,shares base with 3501
UMBS,116,3501,3501,ACRU,L,2019-06-10,shares base with 3500
UMBS,116,3WA3,22,ACRU,L,2019-06-10,0022 on Haglof
UMBS,116,3WA2,23,ACRU,L,2019-06-10,0023 on Haglof
UMBS,116,3WQ3,24,QURU,L,2019-06-10,0024 on Haglof
UMBS,116,3WQ2,25,QURU,L,2019-06-10,0025 on Haglof
UMBS,116,3502,3502,PIST,L,2019-06-10,
UMBS,116,3503,3503,PIST,L,2019-06-10,
UMBS,116,3504,3504,PIST,L,2019-06-10,
UMBS,116,3505,3505,QURU,L,2019-06-10,
UMBS,116,3506,3506,FAGR,L,2019-06-10,
UMBS,116,3507,3507,ACRU,L,2019-06-10,"4 stems from same base; 3 tagged; 3507, 3508, 3WA2"
UMBS,116,3508,3508,ACRU,D,2019-06-10,"4 stems from same base; 3 tagged; 3507, 3508, 3WA2"
UMBS,116,3509,3509,ACRU,L,2019-06-10,shares base with 3510
UMBS,116,3510,3510,ACRU,L,2019-06-10,shares base with 3509
UMBS,117,3511,3511,PIST,L,2019-06-10,
UMBS,117,3512,3512,PIST,L,2019-06-10,
UMBS,117,3513,3513,SNAG,D,2019-06-10,can’t tell species from bark
UMBS,117,3514,3514,POGR,L,2019-06-10,
UMBS,117,3515,3515,QURU,L,2019-06-10,Large scar running vertically along trunk
UMBS,117,3516,3516,QURU,L,2019-06-10,shares base with 3WQ2
UMBS,117,3517,3517,QURU,L,2019-06-10,
UMBS,117,3518,3518,QURU,L,2019-06-10,
UMBS,117,3519,3519,QURU,L,2019-06-10,
UMBS,117,3520,3520,PIST,L,2019-06-10,
UMBS,117,3521,3521,QURU,L,2019-06-10,
UMBS,117,3522,3522,ACRU,L,2019-06-10,"shares base with 3WA1, 3523, 3524"
UMBS,117,3523,3523,ACRU,L,2019-06-10,"shares base with 3WA1, 3522, 3524"
UMBS,117,3524,3524,ACRU,L,2019-06-10,"shares base with 3WA1, 3522, 3523"
UMBS,117,3WA1,26,ACRU,L,2019-06-10,"0026 on Haglof; shares base with 3522, 3523, 3524"
UMBS,117,3WQ1,27,QURU,L,2019-06-10,0027 on Haglof
UMBS,117,3525,3525,QURU,L,2019-06-10,
UMBS,117,3526,3526,POGR,L,2019-06-10,
UMBS,117,3527,3527,PIST,D,2019-06-10,
UMBS,117,3528,3528,QURU,L,2019-06-10,shares base with 3WQ1
UMBS,117,3529,3529,QURU,L,2019-06-10,crown damaged; shares base with 3530
UMBS,117,3530,3530,QURU,L,2019-06-10,shares base with 3529
UMBS,117,3531,3531,QURU,L,2019-06-10,
UMBS,117,3532,3532,ACRU,L,2019-06-10,
UMBS,118,3533,3533,ACRU,L,2019-06-10,
UMBS,118,3534,3534,ACRU,D,2019-06-10,
UMBS,118,3535,3535,PIST,L,2019-06-10,
UMBS,118,3536,3536,PIST,L,2019-06-10,
UMBS,118,3537,3537,PIST,L,2019-06-10,
UMBS,118,3538,3538,QURU,L,2019-06-10,second stem of shared base with 3EQ3
UMBS,118,3539,3539,PIRE,L,2019-06-10,
UMBS,118,3EQ3,28,QURU,L,2019-06-10,0028 on Haglof; shares base with 3538
UMBS,118,3EA3,29,ACRU,L,2019-06-10,0029 on Haglof; shares base with 3543
UMBS,118,3EQ2,30,QURU,L,2019-06-10,0030 on Haglof
UMBS,118,3540,3540,PIRE,L,2019-06-10,
UMBS,118,3541,3541,PIRE,L,2019-06-10,
UMBS,118,3542,3542,FAGR,L,2019-06-10,
UMBS,118,3543,3543,ACRU,L,2019-06-10,shares base with 3EA3
UMBS,118,3544,3544,PIRE,L,2019-06-10,
UMBS,118,3545,3545,QURU,L,2019-06-10,"Triple stem with 3546, 3547"
UMBS,119,3546,3546,QURU,L,2019-06-10,"Triple stem with 3545, 3547"
UMBS,119,3547,3547,QURU,L,2019-06-10,"Triple stem with 3545, 3546"
UMBS,119,3548,3548,QURU,L,2019-06-10,Shares base with 3549
UMBS,119,3549,3549,QURU,L,2019-06-10,Shares base with 3548
UMBS,119,3550,3550,QURU,L,2019-06-10,
UMBS,119,3551,3551,PIRE,L,2019-06-10,
UMBS,119,3552,3552,POGR,L,2019-06-10,
UMBS,119,3553,3553,PIRE,L,2019-06-10,
UMBS,120,3554,3554,POGR,L,2019-06-10,
UMBS,120,3555,3555,POGR,D,2019-06-10,shares base with 3EP3
UMBS,120,3556,3556,POGR,L,2019-06-10,
UMBS,119,3557,3557,PIST,L,2019-06-10,
UMBS,119,3558,3558,POGR,L,2019-06-10,
UMBS,119,3559,3559,PIRE,L,2019-06-10,
UMBS,119,3560,3560,POGR,L,2019-06-10,
UMBS,120,3EP3,31,POGR,L,2019-06-10,0031 on Haglof; shares base with snag 3555
UMBS,120,3EP1,32,POGR,L,2019-06-10,0032 on Haglof
UMBS,120,3EA1,33,ACRU,L,2019-06-10,0033 on Haglof
UMBS,120,3EQ1,34,QURU,L,2019-06-10,0034 on Haglof
UMBS,120,3561,3561,QURU,L,2019-06-10,
UMBS,120,3562,3562,QURU,L,2019-06-10,
UMBS,120,3563,3563,QURU,L,2019-06-10,
UMBS,120,3564,3564,QURU,L,2019-06-10,
UMBS,120,3565,3565,QURU,L,2019-06-10,
UMBS,120,3566,3566,QURU,L,2019-06-10,
UMBS,120,3567,3567,POGR,L,2019-06-10,
UMBS,120,3568,3568,POGR,L,2019-06-10,
UMBS,120,3569,3569,POGR,L,2019-06-10,
UMBS,120,3570,3570,ACRU,D,2019-06-10,"Shares base with 3571, 3EA1"
UMBS,120,3571,3571,ACRU,L,2019-06-10,"Shares base with 3570, 3EA1"
UMBS,120,3572,3572,POGR,L,2019-06-10,
UMBS,120,3573,3573,PIST,L,2019-06-10,
UMBS,120,3574,3574,PIST,L,2019-06-10,
UMBS,120,3575,3575,POGR,L,2019-06-10,
UMBS,121,3576,3576,PIRE,L,2019-06-10,
UMBS,121,3577,3577,PIST,L,2019-06-10,
UMBS,121,3578,3578,POGR,L,2019-06-10,
UMBS,121,3579,3579,POGR,L,2019-06-10,
UMBS,121,3580,3580,POGR,L,2019-06-10,
UMBS,121,3581,3581,PIRE,L,2019-06-10,
UMBS,121,3582,3582,QURU,L,2019-06-10,Triple stem with 3583 & 3EA2
UMBS,121,3583,3583,QURU,L,2019-06-10,Triple stem with 3582 & 3EA2
UMBS,121,3584,3584,POGR,L,2019-06-10,
UMBS,121,3585,3585,PIST,D,2019-06-10,
UMBS,121,3586,3586,POGR,L,2019-06-10,
UMBS,121,3587,3587,FAGR,L,2019-06-10,
UMBS,121,3588,3588,PIRE,L,2019-06-10,
UMBS,121,3589,3589,POGR,L,2019-06-10,
UMBS,121,3590,3590,POGR,L,2019-06-10,
UMBS,121,3591,3591,POGR,D,2019-06-10,
UMBS,121,3592,3592,POGR,L,2019-06-10,
UMBS,121,3593,3593,POGR,D,2019-06-10,short snag
UMBS,123,3594,3594,ACRU,D,2019-06-10,"short snag, base with multiple stems; 1 tree in this plot"
UMBS,120,3595,3595,ACRU,L,2019-06-10,share base
UMBS,120,3596,3596,ACRU,L,2019-06-10,share base
UMBS,120,3597,3597,PIST,L,2019-06-10,
UMBS,122,3598,3598,PIST,L,2019-06-10,one tree in this plot (plot #122)
UMBS,121,3EA2,35,ACRU,L,2019-06-10,0035 on Haglof; shares base with 3582 & 3583
UMBS,121,3EP2,36,POGR,L,2019-06-10,0036 on Haglof
UMBS,121,3599,3599,QURU,L,2019-06-10,
UMBS,124,3600,3600,ACRU,L,2019-06-12,shares base with 3601
UMBS,124,3601,3601,ACRU,L,2019-06-12,shares base with 3600
UMBS,124,3602,3602,POGR,L,2019-06-12,
UMBS,124,3603,3603,QURU,L,2019-06-12,
UMBS,124,3604,3604,ACRU,L,2019-06-12,
UMBS,124,3605,3605,ACRU,L,2019-06-12,
UMBS,124,3606,3606,FAGR,L,2019-06-12,
UMBS,124,3607,3607,POGR,L,2019-06-12,
UMBS,124,3608,3608,ACRU,L,2019-06-12,Shares base with 3609
UMBS,124,3609,3609,ACRU,L,2019-06-12,Shares base with 3608
UMBS,124,3610,3610,FAGR,L,2019-06-12,shares base with 3611 and small third stem
UMBS,124,3611,3611,FAGR,L,2019-06-12,shares base with 3610 and small third stem
UMBS,124,3612,3612,ACRU,L,2019-06-12,
UMBS,124,3613,3613,FAGR,L,2019-06-12,shares base with small second stem
UMBS,124,3614,3614,FAGR,L,2019-06-12,
UMBS,124,3615,3615,QURU,G,2019-06-12,
UMBS,125,3616,3616,QURU,G,2019-06-12,
UMBS,124,3617,3617,QURU,G,2019-06-12,Was already dead as of girdling
UMBS,124,3618,3618,QURU,G,2019-06-12,
UMBS,124,3619,3619,POGR,G,2019-06-12,
UMBS,124,3620,3620,POGR,G,2019-06-12,
UMBS,124,3621,3621,FAGR,G,2019-06-12,
UMBS,125,3622,3622,FAGR,L,2019-06-12,
UMBS,125,3623,3623,FAGR,L,2019-06-12,shares base with small second stem
UMBS,125,3624,3624,FAGR,L,2019-06-12,
UMBS,125,3625,3625,FAGR,L,2019-06-12,
UMBS,125,2WP3,37,POGR,G,2019-06-12,00037 on haglof; accidentally girdled
UMBS,125,2WP2,38,POGR,L,2019-06-12,00038 on haglof
UMBS,125,2WQ3,39,QURU,L,2019-06-12,00039 on haglof
UMBS,125,2WA1,40,ACRU,L,2019-06-12,00040 on haglof
UMBS,125,2WQ1,41,QURU,L,2019-06-12,00041  on haglof
UMBS,125,2WA2,42,ACRU,L,2019-06-12,00042 on Haglof
UMBS,125,3626,3626,FAGR,L,2019-06-12,
UMBS,125,3627,3627,ACRU,L,2019-06-12,
UMBS,125,3628,3628,QURU,L,2019-06-12,shares base with 3629 and 3630
UMBS,125,3629,3629,QURU,L,2019-06-12,shares base with 3628 and 3630
UMBS,125,3630,3630,QURU,L,2019-06-12,shares base with 3628 and 3629
UMBS,125,3631,3631,POGR,D,2019-06-12,snag
UMBS,125,3632,3632,PIRE,L,2019-06-12,
UMBS,125,3633,3633,QURU,L,2019-06-12,
UMBS,125,3634,3634,ACRU,L,2019-06-12,
UMBS,125,3635,3635,QURU,G,2019-06-12,
UMBS,125,3636,3636,QURU,G,2019-06-12,
UMBS,125,3637,3637,QURU,G,2019-06-12,
UMBS,125,3638,3638,ACRU,L,2019-06-12,
UMBS,125,3639,3639,QURU,L,2019-06-12,shares base with 2WQ3
UMBS,125,3640,3640,ACRU,L,2019-06-12,
UMBS,125,3641,3641,QURU,G,2019-06-12,
UMBS,125,3642,3642,QURU,G,2019-06-12,
UMBS,125,3643,3643,QURU,G,2019-06-12,
UMBS,125,3644,3644,SNAG,D,2019-06-12,unidentifiable
UMBS,125,3645,3645,ACRU,L,2019-06-12,
UMBS,125,3646,3646,QURU,G,2019-06-12,
UMBS,125,3647,3647,QURU,L,2019-06-12,
UMBS,125,3648,3648,QURU,L,2019-06-12,
UMBS,125,3649,3649,QURU,L,2019-06-12,
UMBS,125,3650,3650,QURU,L,2019-06-12,Shares base with 3651
UMBS,125,3651,3651,QURU,L,2019-06-12,Shares base with 3650
UMBS,125,3652,3652,QURU,L,2019-06-12,Shares base with 3653 & 3654
UMBS,125,3653,3653,QURU,L,2019-06-12,Shares base with 3654 and 3652
UMBS,125,3654,3654,QURU,L,2019-06-12,Shares base with 3652 & 3653
UMBS,125,3655,3655,SNAG,D,2019-06-12,Snag
UMBS,125,3656,3656,FAGR,L,2019-06-12,two smaller stems from same base
UMBS,125,3657,3657,QURU,L,2019-06-12,
UMBS,125,3658,3658,QURU,L,2019-06-12,Shares base with 2WQ1
UMBS,125,3659,3659,ACRU,L,2019-06-12,Shares base with 3660
UMBS,125,3660,3660,ACRU,L,2019-06-12,Shares base with 3659
UMBS,125,3661,3661,QURU,L,2019-06-12,
UMBS,125,3662,3662,QURU,G,2019-06-12,
UMBS,125,3663,3663,POGR,D,2019-06-12,
UMBS,126,3664,3664,ACRU,L,2019-06-12,
UMBS,126,3665,3665,ACRU,L,2019-06-12,
UMBS,126,3666,3666,QURU,G,2019-06-12,
UMBS,126,3667,3667,ACRU,L,2019-06-12,shares base with 2WA2
UMBS,126,3668,3668,QURU,G,2019-06-12,
UMBS,126,3669,3669,QURU,G,2019-06-12,
UMBS,126,3670,3670,ACRU,L,2019-06-12,
UMBS,126,3671,3671,ACRU,L,2019-06-12,shares base with 3672
UMBS,126,3672,3672,ACRU,L,2019-06-12,shares base with 3671
UMBS,126,3673,3673,FAGR,L,2019-06-12,second small stem from same base
UMBS,126,3674,3674,QURU,L,2019-06-12,
UMBS,126,3675,3675,ACRU,L,2019-06-12,shares base with 2WA3
UMBS,126,3676,3676,ACRU,L,2019-06-12,second small stem from base
UMBS,126,3677,3677,POGR,L,2019-06-12,
UMBS,126,3678,3678,POGR,L,2019-06-12,
UMBS,126,3679,3679,FAGR,L,2019-06-12,
UMBS,126,3680,3680,POGR,L,2019-06-12,
UMBS,126,3681,3681,FAGR,L,2019-06-12,second small stem from base
UMBS,126,3682,3682,FAGR,L,2019-06-12,part of cluster including 3681-3
UMBS,126,3683,3683,FAGR,L,2019-06-12,part of cluster including 3681-3; second small stem from same base
UMBS,126,3684,3684,PIRE,D,2019-06-12,
UMBS,127,3685,3685,ACRU,L,2019-06-12,Shares base with 3686
UMBS,127,3686,3686,ACRU,L,2019-06-12,Shares base with 3685
UMBS,127,3687,3687,ACRU,L,2019-06-12,second small stem from base
UMBS,127,3688,3688,POGR,D,2019-06-12,snag
UMBS,127,3689,3689,QURU,L,2019-06-12,second dead stem from same base
UMBS,127,2WA3,43,ACRU,L,2019-06-12,0043 on Haglof
UMBS,127,2WP1,44,POGR,L,2019-06-12,0044 on Haglof
UMBS,127,2WQ2,45,QURU,L,2019-06-12,0045 on Haglof
UMBS,127,2EQ1,46,QURU,L,2019-06-12,0046 on Haglof
UMBS,127,2EA1,47,ACRU,L,2019-06-12,0047 on Haglof; part of stem cluster
UMBS,127,2EQ2,48,QURU,L,2019-06-12,0048 on Haglof
UMBS,127,2EP1,49,POGR,L,2019-06-12,0049 on Haglof
UMBS,127,2EQ3,50,QURU,L,2019-06-12,0050 on Haglof
UMBS,127,3690,3690,QURU,L,2019-06-12,
UMBS,127,3691,3691,ACRU,L,2019-06-12,Several small stems from same base
UMBS,127,3692,3692,QURU,D,2019-06-12,
UMBS,127,3693,3693,POGR,L,2019-06-12,Shares base with 2WP1 (twin trunks)
UMBS,127,3694,3694,ACRU,L,2019-06-12,Small stems from same base
UMBS,127,3695,3695,ACRU,D,2019-06-12,Shares base with 3696
UMBS,127,3696,3696,ACRU,L,2019-06-12,Shares base with 3695
UMBS,127,3697,3697,POGR,D,2019-06-12,Snag
UMBS,127,3698,3698,POGR,D,2019-06-12,Snag
UMBS,127,3699,3699,QURU,L,2019-06-12,
UMBS,127,3700,3700,ACRU,D,2019-06-12,Part of cluster including 3700-2 & 2EA1
UMBS,127,3701,3701,ACRU,L,2019-06-12,Part of cluster including 3700-2 & 2EA1
UMBS,127,3702,3702,ACRU,L,2019-06-12,Part of cluster including 3700-2 & 2EA1
UMBS,127,3703,3703,POGR,L,2019-06-12,
UMBS,127,3704,3704,POGR,L,2019-06-12,
UMBS,127,3705,3705,ACRU,L,2019-06-12,
UMBS,127,3706,3706,ACRU,L,2019-06-12,Shares base with 3707
UMBS,127,3707,3707,ACRU,L,2019-06-12,Shares base with 3706
UMBS,127,3708,3708,QURU,L,2019-06-12,
UMBS,127,3709,3709,QURU,L,2019-06-12,
UMBS,127,3710,3710,ACRU,L,2019-06-12,second small stem from base
UMBS,127,3711,3711,PIST,L,2019-06-12,
UMBS,127,3712,3712,PIST,L,2019-06-12,
UMBS,127,3713,3713,QURU,L,2019-06-12,Shares base with 3714 (twin trunks)
UMBS,127,3714,3714,QURU,L,2019-06-12,Shares base with 3713
UMBS,127,3715,3715,PIST,L,2019-06-12,
UMBS,127,3716,3716,QURU,L,2019-06-12,Shares base with 3717 (twin trunks)
UMBS,127,3717,3717,QURU,L,2019-06-12,Shares base with 3716 (twin trunks)
UMBS,127,3718,3718,ACRU,L,2019-06-12,Several small stems from same base 
UMBS,127,3719,3719,ACRU,L,2019-06-12,Several small stems from same base 
UMBS,127,3720,3720,QURU,L,2019-06-12,Shares base with 2EQ3 & 3721
UMBS,128,3721,3721,QURU,L,2019-06-12,Shares base with 2EQ3 & 3720
UMBS,128,3722,3722,POGR,L,2019-06-12,
UMBS,128,3723,3723,QURU,L,2019-06-12,
UMBS,128,3724,3724,QURU,D,2019-06-12,
UMBS,128,3725,3725,QURU,L,2019-06-12,
UMBS,128,3726,3726,POGR,L,2019-06-12,
UMBS,128,3727,3727,POGR,L,2019-06-12,
UMBS,128,3728,3728,QURU,L,2019-06-12,shares base with 3729
UMBS,128,3729,3729,QURU,L,2019-06-12,shares base with 3728
UMBS,128,3730,3730,QURU,L,2019-06-12,
